Page,Template,Prompt
Page 12,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Tab Practice

**[Visual Direction]**
A ""How-To"" card for the Tab feature. Shows code with ""Ghost Text"" in gray.

**[Target Text]**
PRACTICE: Writing with Tab

1. Open `todo.py`
2. Start typing a function definition.
3. Wait for the Gray Text (Ghost Text) to appear.
4. Press [Tab] to Accept.
5. Press [Esc] to Reject if it's not what you want.

Example:
def delete_task(task_id): <cursor>
    [Gray Text: tasks = load_tasks()...]"
Page 13,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Asking Chat for Help

**[Visual Direction]**
Panel 1: Alex stares at `json.dump` in the code. He looks confused.
Panel 2: He opens the Chat sidebar. Cursor [Ref: REF_IMG_2] appears in the sidebar wearing a teacher's hat.
Panel 3: Alex reads the explanation and nods, understanding dawning on his face.

**[Target Text]**
Alex: `json.dump`... I've seen it, but I don't really get how the arguments work.
Alex (Typing): ""Teach me how to use json.dump()""
Cursor: It writes Python objects to a file! `ensure_ascii=False` keeps Japanese characters readable, and `indent=2` makes it pretty."
Page 14,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Chat Best Practices

**[Visual Direction]**
A UI mockup of the Chat window. Callouts explain the parts of a good question and how to read the answer.

**[Target Text]**
ASKING QUESTIONS IN CHAT

1. Be Specific
   - Bad: ""It doesn't work.""
   - Good: ""How do I use json.dump to save a list?""

2. Context Matters
   - Cursor sees your open file.

3. Verify
   - Read the explanation. Don't just copy-paste blindly."
Page 15,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Adding Features with Composer

**[Visual Direction]**
Panel 1: Alex turns to David. ""I forgot the Edit feature!""
Panel 2: David gestures to Composer. ""Use Composer for new features.""
Panel 3: Alex types into Composer. The code window shows lines being inserted automatically.

**[Target Text]**
Alex: Wait, I want to edit tasks too. I don't want to write it all from scratch.
David: Perfect job for Composer. Tell it: ""Add a feature to edit tasks.""
Alex (Composer): ""Add a feature to edit tasks to todo.py. Create `edit_task` function.""
Alex: It's inserting the function right where it belongs!"
Page 16,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Composer Result

**[Visual Direction]**
Shows the code block for `edit_task` that was added. Also lists the steps to use Composer.

**[Target Text]**
GENERATED CODE: Edit Feature

```python
def edit_task(task_id, new_task):
    """"""Edit a task""""""
    tasks = load_tasks()
    for task in tasks:
        if task[""id""] == task_id:
            task[""task""] = new_task
            break
    save_tasks(tasks)
    print(f""Task edited: ID {task_id}"")
```

STEPS:
1. Cmd+I to open Composer.
2. Type instruction.
3. Click Generate.
4. Review & Accept."
Page 17,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: 14.3 Common Problems and Solutions

**[Visual Direction]**
Panel 1: Alex runs the code in the terminal. Background turns dark/red.
Panel 2: A scary error message `IndexError: list index out of range` dominates the panel. Alex looks panicked.
Panel 3: David puts a hand on Alex's shoulder. He looks calm.

**[Target Text]**
Alex: Okay, let's run it! `python todo.py add ""test""`
System: IndexError: list index out of range
Alex: Aah! An error! Did I break it?
David: Errors are friends. Read the message. It tells you exactly what's wrong."
Page 18,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Common Error Dictionary

**[Visual Direction]**
A table or grid layout listing common Python errors, their causes, and solutions. Icons for ""Bug"" and ""Fix"".

**[Target Text]**
COMMON ERRORS

1. IndexError: list index out of range
   - Cause: Trying to access an argument that doesn't exist.
   - Fix: Check `sys.argv` length before using it.

2. FileNotFoundError
   - Cause: `todo_data.json` doesn't exist yet.
   - Fix: Check if file exists before opening.

3. JSONDecodeError
   - Cause: The JSON file is corrupted or empty.
   - Fix: Reset the file or handle the exception."
Page 19,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Fixing with Chat

**[Visual Direction]**
Panel 1: Alex highlights the error message in the terminal.
Panel 2: He pastes it into Chat. ""How do I fix this?""
Panel 3: Cursor provides a solution code snippet. Alex looks relieved.

**[Target Text]**
Alex: I'll paste this error into Chat. ""What is the cause? How do I fix it?""
Cursor: The error happens because `sys.argv[2]` is missing. You need to check if the user provided an argument first.
Alex: I see! I need to add an `if` check."
Page 20,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Debugging Steps

**[Visual Direction]**
A checklist for debugging. Visuals show the loop of Error -> Chat -> Fix -> Run.

**[Target Text]**
DEBUGGING WORKFLOW

1. READ the error message in the terminal.
2. COPY the error message.
3. PASTE into Cursor Chat (Cmd+L).
4. ASK: ""How do I fix this?""
5. UNDERSTAND the fix (don't just copy).
6. APPLY and RUN again."
Page 21,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: 14.4 Completion and Testing

**[Visual Direction]**
Panel 1: The code is working. Alex smiles. David shakes his head.
Panel 2: David crosses his arms. ""It works now, but will it work later?""
Panel 3: David explains the importance of automated tests. Alex looks intrigued.

**[Target Text]**
Alex: It works! I can add and list tasks. I'm done!
David: Not yet. We need Tests.
Alex: Tests? But I just tested it manually.
David: Automated tests verify your features aren't broken when you change code later. Let's ask Composer to write them."
Page 22,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Testing Workflow

**[Visual Direction]**
A visual guide on how to generate tests. Shows `todo.py` going into the AI, and `test_todo.py` coming out.

**[Target Text]**
GENERATING TESTS

1. Open Composer (Cmd+I)
2. Instruction:
   ""Create test_todo.py. Write pytest code for todo.py covering add, delete, and complete.""
3. Generate & Accept
4. Run Tests:
   Terminal: `pytest test_todo.py`"
Page 23,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Running the Tests

**[Visual Direction]**
Panel 1: Alex watches Composer generate `test_todo.py`.
Panel 2: He types `pytest` in the terminal. The screen shows green progress bars.
Panel 3: Alex pumps his fist. ""All green!""

**[Target Text]**
Alex: Composer wrote the tests in seconds. Now... `pytest`.
Terminal: . . . . [100%] PASSED
Alex: Green! All tests passed. This feels amazing.
David: Now you can refactor confidently. If you break something, the tests will turn red."
Page 24,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Usage Manual

**[Visual Direction]**
A user manual page for the completed ToDo App. Shows terminal commands and example outputs.

**[Target Text]**
APP USAGE GUIDE

# Add a Task
$ python todo.py add ""Buy Milk""
> Task added: Buy Milk

# List Tasks
$ python todo.py list
> [ ] [1] Buy Milk

# Complete Task
$ python todo.py complete 1
> Task completed: ID 1

# Delete Task
$ python todo.py delete 1
> Task deleted: ID 1"
Page 25,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Chapter Summary

**[Visual Direction]**
Panel 1: Alex leans back in his chair, satisfied. The laptop screen shows the completed project.
Panel 2: David smiles. ""You integrated everything: Tab, Chat, Composer.""
Panel 3: Alex looks determined. ""What's next?""

**[Target Text]**
Alex: I built a real app. And I used every feature of Cursor to do it.
David: You learned how to solve problems and test your code too. That's the real skill.
Alex: But sometimes I didn't know which feature to use.
David: That comes with practice. Next, we'll try something harder: API Integration."
Page 26,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Review Points

**[Visual Direction]**
A checklist summary of the chapter's learning points. Checkmarks next to each item.

**[Target Text]**
CHAPTER CHECKLIST

[x] Planned a project using Chat
[x] Created files using Composer
[x] Wrote code using Tab auto-complete
[x] Debugged errors by pasting them into Chat
[x] Generated automated tests

NEXT MISSION:
Chapter 15: Project 2 — API Integration App"
