Page,Template,Prompt
Page 11,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Visual Direction]
A graphic showing three 'Review Cards'. Each card has a specific purpose and a suggested prompt to use with Cursor AI.

[Target Text]
Review Prompt Patterns:
1. Explain: ""Summarize what these changes do for a pull request description.""
2. Audit: ""Identify potential bugs or security risks in this specific diff.""
3. Optimize: ""How can I make this logic cleaner or more performant?"""
Page 12,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: 17.2 Using Cursor in Code Reviews

[Visual Direction]
A numbered checklist with UI icons for each step (Copy icon, ⌘L icon, Enter icon).

[Target Text]
Step-by-Step Code Review with AI:
1. Select and Copy (⌘C) the code you want to review.
2. Open Chat (⌘L).
3. Paste (⌘V) and ask: ""Review this code for edge cases.""
4. Analyze the AI's response. Do not blindly accept—verify the logic!
5. Use the suggestions to improve your Pull Request."
Page 13,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor

[Heading]
- Section: 17.2 Using Cursor in Code Reviews

[Visual Direction]
Alex [Ref: REF_IMG_1] switches to the Composer (⌘I). He looks determined. The screen shows him typing a command to fix the date validation issue Cursor pointed out earlier.

[Target Text]
Alex: Cursor was right about the date format. Let's fix it instantly.
Alex (input to Composer): Add date validation to the --day feature. If it's not YYYY-MM-DD, show a clear error message.
Cursor [Ref: REF_IMG_2]: Applying changes to log.py..."
Page 14,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Visual Direction]
A circular flow diagram showing the iterative process of an AI-assisted review. Review -> Identify -> Improve -> Verify.

[Target Text]
The AI Review Loop:
- Chat (⌘L): Use for understanding and finding issues.
- Composer (⌘I): Use for implementing the suggested fixes.
- Human Eye: The final check to ensure the team's standards are met.
Result: Faster, higher-quality code reviews."
Page 15,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_3] :: David

[Heading]
- Section: 17.3 Best Practices for Team Development

[Visual Direction]
David [Ref: REF_IMG_3] is standing in a modern office hallway, looking like a senior leader. He is counting points on his fingers. Icons for 'Sync', 'Style', and 'Talk' float near him.

[Target Text]
David: To truly master team development with Cursor, follow these three pillars.
David: 1. Keep .cursorrules synced. 2. Use AI to enforce code style. 3. Communicate when you change the AI's instructions."
Page 16,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Visual Direction]
A high-contrast table summarizing team best practices. Each row has a 'Why' and a 'How' column.

[Target Text]
Team Best Practices:
- Pillar 1: Unified Rules. Why? Avoid 'it works on my machine' AI behavior. How? Commit .cursorrules to Git.
- Pillar 2: Style Consistency. Why? Clean code is easier to maintain. How? Define linting rules in .cursorrules.
- Pillar 3: AI-Assisted PRs. Why? Reduce reviewer fatigue. How? Use Chat to generate PR summaries."
Page 17,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

[Heading]
- Section: 17.3 Best Practices for Team Development

[Visual Direction]
Alex [Ref: REF_IMG_1] is looking a bit confused, scratching his head. David [Ref: REF_IMG_3] is explaining a 'Bad Example' scenario where everyone has different local rules.

[Target Text]
Alex: What happens if I keep my own private rules and don't share them?
David: Then the AI will suggest code that might break your teammates' builds! Consistency is the key to team trust."
Page 18,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Visual Direction]
A 'Good vs. Bad' comparison chart. The 'Good' side is bright and organized; the 'Bad' side is messy and chaotic.

[Target Text]
Good vs. Bad Team Habits:
- GOOD: Updating .cursorrules via Pull Requests. / BAD: Everyone using different local rules.
- GOOD: Using AI to find bugs before the human review. / BAD: Skipping AI checks and missing obvious errors.
- GOOD: Clear commit messages for rule changes. / BAD: Changing rules silently without telling the team."
Page 19,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

[Heading]
- Section: Chapter Summary

[Visual Direction]
Alex [Ref: REF_IMG_1] and David [Ref: REF_IMG_3] are high-fiving in a co-working space. Alex looks much more confident. The 'daily_log' project is shown on a monitor with a 'Build Passing' green checkmark.

[Target Text]
Alex: I feel like a pro now. My team is actually happy with my code reviews!
David: You've mastered the human-AI collaboration. You're not just coding alone; you're leading with AI."
Page 20,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: Chapter Summary

[Visual Direction]
A 'Final Checklist' design with checkboxes. Large, clear text.

[Target Text]
Chapter 17 Practice Checklist:
[ ] Create .cursorrules in the root directory.
[ ] Commit it to Git and push to your team repo.
[ ] Use Chat (⌘L) to explain a recent code change.
[ ] Use Composer (⌘I) to fix a bug found by the AI.
[ ] Summarize a Pull Request using Cursor's help."
Page 21,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

[Visual Direction]
Alex [Ref: REF_IMG_1] is looking forward to the next challenge. David [Ref: REF_IMG_3] points to a sign that says 'Chapter 18: Common Problems'.

[Target Text]
Alex: What's next on the journey?
David: Next, we tackle the real world: Chapter 18. We'll learn how to handle errors, performance bottlenecks, and security like a senior dev.
Alex: Let's do it!"
