Page,Template,Prompt
Page 11,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2]

**[Heading]**
- Section: The Composer Workflow

**[Visual Direction]**
A flowchart showing the cycle of using Composer.
1. Describe -> 2. Generate -> 3. Check Diff -> 4. Accept/Reject -> 5. Run & Verify.

**[Target Text]**
The Composer Workflow

1. DESCRIBE
""Add feature X...""

2. GENERATE
AI proposes code changes.

3. CHECK DIFF
Does it look right? Is existing code safe?

4. ACCEPT
Apply the changes to your file.

5. VERIFY
Run the code in the terminal to confirm it works.

Don't skip step 5!"
Page 12,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1], [Ref: REF_IMG_3]

**[Heading]**
- Section: 5.3 Helping Composer Understand

**[Visual Direction]**
Panel 1: Alex looks thoughtful. ""How did it know to look at `daily_log.txt`?""
Panel 2: David explains with a finger raised. He points to the ""Project Folder"" icon in the sidebar.
Panel 3: David explains the usage of `@` symbol in the chat box.

**[Target Text]**
Alex: ""Does Composer always know which files to modify?""
David: ""Since you have the **project folder open**, it knows `log.py` and `daily_log.txt` exist. Plus, you named them in your prompt.""
David: ""For larger projects, you should use **@** to specify context.""
David: ""Type **@Codebase** to search the whole project, or **@filename** to focus on a specific file."""
Page 13,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2]

**[Heading]**
- Section: Context Management with @

**[Visual Direction]**
Visual guide on using the `@` symbol in Composer input.
- `@Codebase`: Reads entire project (good for broad questions).
- `@Folder`: Limits context to a specific folder.
- `@File`: Limits context to a specific file (e.g., `@log.py`).
- Comparison: Small project (Folder open is enough) vs Large project (Use @).

**[Target Text]**
Teaching Composer the Context

How to tell Composer where to look:

1. Open Project Folder
For small projects, just opening the folder is often enough.

2. Mention File Names
""Add to log.py..."" guides the AI.

3. Use @ Symbols (Best Practice)
@Codebase: Scans all files.
@daily_log: Scans specific folder.
@log.py: Focuses on one file.

Use @ to help Composer focus on relevant files!"
Page 14,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1], [Ref: REF_IMG_3]

**[Heading]**
- Section: 5.4 Advanced Customization

**[Visual Direction]**
Panel 1: Alex notices a small issue. ""When there are no logs for a date, it just shows nothing. I want a message.""
Panel 2: David advises. ""Don't start over. Just **add instructions** to the current thread.""
Panel 3: Alex types: ""If no lines match, print 'No log for that day'."" and hits Generate again.

**[Target Text]**
Alex: ""It works, but if the date has no logs, it's just blank. I want it to say 'No log for that day'.""
David: ""You can refine it! In the **same Composer thread**, just type your additional request.""
Alex (typing): ""When --day finds 0 matching lines, display 'No log for that day'.""
Cursor (System): Generating new diff..."
Page 15,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2]

**[Heading]**
- Section: Refining Code

**[Visual Direction]**
Diagram showing three ways to handle Composer's proposals.
1. **Additional Prompt**: Chat again to fix logic.
2. **Partial Accept**: A visual of a UI allowing you to accept one block but reject another.
3. **Manual Fix**: Editing the code directly after accepting.

**[Target Text]**
3 Ways to Customize Results

1. Additional Prompt
""Change X to Y"" in the chat. The AI updates the diff.

2. Partial Accept
If the AI proposes 3 changes but you only like 1, you can Accept specific blocks and Reject others.

3. Manual Fix
Accept the code, then edit it yourself in the editor. 

Remember: You are the pilot. The AI is the co-pilot."
Page 16,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1], [Ref: REF_IMG_3]

**[Heading]**
- Section: 5.5 Practical Use of Agent Mode

**[Visual Direction]**
Panel 1: David introduces a new concept. ""Now, let's try **Agent Mode**.""
Panel 2: Alex toggles a switch in the Composer UI from 'Normal' to 'Agent'. The UI glows slightly or changes color.
Panel 3: Alex types: ""Verify the feature by running `python log.py --day 2025-01-21`.""

**[Target Text]**
David: ""Composer has a 'Normal' mode and an 'Agent' mode.""
David: ""**Agent** can think step-by-step and even **execute terminal commands** for you.""
Alex: ""It can run the code?""
David: ""Yes. Try asking it to verify the feature we just made.""
Alex (typing): ""Run `python log.py --day 2025-01-21` to verify it works."""
Page 17,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2]

**[Heading]**
- Section: Normal vs Agent

**[Visual Direction]**
Comparison infographic.
Left side: **Normal Mode**. Icon: Pen/Code. Process: Describe -> Code Diff -> User Verifies.
Right side: **Agent Mode**. Icon: Robot/Brain. Process: Describe -> Think -> Execute Command -> Code Diff -> Verify.

**[Target Text]**
Composer Modes

NORMAL MODE
- Generates code.
- Shows Diffs.
- YOU run the terminal to check.
- Best for: Coding logic, refactoring.

AGENT MODE
- Generates code AND runs commands.
- Can execute `python file.py` or `npm test`.
- Checks results for you.
- Best for: Tasks that require verification or file operations."
Page 18,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1], [Ref: REF_IMG_3]

**[Heading]**
- Section: Agent Execution

**[Visual Direction]**
Panel 1: Close up of the Composer window showing ""Thinking..."" steps. ""Step 1: Run command...""
Panel 2: The terminal panel opens automatically, and the command runs. The result appears.
Panel 3: Alex looks impressed. David smiles but gives a warning.

**[Target Text]**
Composer (Agent): 
> Running command: python log.py --day 2025-01-21
> Output: [2025-01-21] ...

Alex: ""Whoa! It ran the command and showed me the output inside the chat!""
David: ""Convenient, right? But always **watch what commands it runs**.""
David: ""For complex design, use Normal mode. For tasks + verification, Agent is great. We'll master Agent in Chapter 8."""
Page 19,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1], [Ref: REF_IMG_3]

**[Heading]**
- Section: Chapter Summary

**[Visual Direction]**
Panel 1: Alex leans back, satisfied. The `log.py` file is complete.
Panel 2: David summarizes the lesson. He counts on his fingers.
Panel 3: Alex looks determined. ""I feel like I can build anything now.""

**[Target Text]**
Alex: ""I added a real feature just by describing it. It was much easier than writing it from scratch.""
David: ""You learned the core loop: **Describe, Generate, Check, Verify**.""
David: ""You also learned to control context with **@** and refine with **additional prompts**.""
Alex: ""Both using AI and checking it myself are important. I get it now."""
Page 20,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2]

**[Heading]**
- Section: Chapter 5 Summary

**[Visual Direction]**
A visual summary checklist of the chapter's key takeaways. [Ref: REF_IMG_2] holds a flag labeled ""Mission Complete"".

**[Target Text]**
CHAPTER 5 SUMMARY

✅ Composer Basics
Open (Cmd+I) -> Specific Instruction -> Generate -> Accept.

✅ Feature Implementation
Added `--day` filter to `log.py` without breaking existing code.

✅ Context Control
Used `@Codebase` and file names to guide the AI.

✅ Customization
Used Additional Prompts and Partial Accept to refine results.

✅ Agent Mode
Experienced AI that can execute terminal commands."
Page 21,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2]

**[Heading]**
- Section: Practice Checklist

**[Visual Direction]**
A ""Try it Yourself"" checklist card. Designed to be a screenshot-able challenge for the reader.

**[Target Text]**
PRACTICE CHECKLIST

Try this right now with your `daily_log` project:

[ ] 1. Open `daily_log` project in Cursor.
[ ] 2. Open Composer (Cmd+I / Ctrl+I).
[ ] 3. Type: ""Add --day feature to log.py to filter by date.""
[ ] 4. Click GENERATE and inspect the Diff (Green/Red lines).
[ ] 5. Click ACCEPT.
[ ] 6. Run `python log.py --day 2025-01-21` in terminal.

Did it work? If yes, you are ready for the next step!"
Page 22,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1], [Ref: REF_IMG_3]

**[Heading]**
- Section: Next Chapter Teaser

**[Visual Direction]**
Panel 1: Alex asks David about the next step.
Panel 2: David points to the editor where code is being typed ghost-like (Tab suggestion).
Panel 3: Close up on the ""Tab"" key on the keyboard.

**[Target Text]**
Alex: ""What's next? I want to write code faster.""
David: ""In **Chapter 6**, we will master **Tab**.""
David: ""It's not just simple autocomplete. We'll learn how to get **better suggestions** and edit code on the fly.""
Alex: ""I'm ready!"""
Page 23,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2]

**[Heading]**
- Section: Next Chapter Preview

**[Visual Direction]**
A movie-poster style teaser for Chapter 6. Title: ""Chapter 6: Tab — Mastering Code Suggestions"".
Visual: A glowing ""Tab"" key and code completing itself intelligently. [Ref: REF_IMG_2] is predicting the future.

**[Target Text]**
COMING NEXT

Chapter 6: Tab
Mastering Code Suggestions

- How to trigger smart suggestions.
- Best practices for Accepting/Rejecting.
- Using Tab in real projects.

Turn the page to continue your journey!"
