Page,Template,Prompt
Page 9,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Code Focus: Imports & Arguments

**[Visual Direction]**
A code snippet block focused on the setup. Annotations point to specific lines explaining what they do.

**[Target Text]**
```python
import sys
from datetime import datetime

def main():
    # Check if user provided an argument
    if len(sys.argv) < 2:
        print(""Usage: python log.py \""what you did\"""")
        return
    
    # Combine arguments into one string
    line = "" "".join(sys.argv[1:])
```

**Key Concepts:**
- `sys.argv`: A list of command line arguments.
- `sys.argv[0]`: The script name (`log.py`).
- `sys.argv[1:]`: Everything you typed after the script name."
Page 10,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Writing to the File

**[Visual Direction]**
Panel 1: Alex types the `with open...` block. A Tab autocomplete suggestion ghost text appears for the date formatting.
Panel 2: Alex accepts the suggestion. ""Tab suggested the format!""
Panel 3: David explains the importance of ""append"" mode.

**[Target Text]**
Alex: ""`with open(log_file, 'a', encoding='utf-8')...`""
Alex: ""Whoa, Tab suggested the date format `%Y-%m-%d`. I'll accept that.""
David: ""Notice the `'a'`. That stands for 'Append'. It adds to the file without overwriting it. Crucial for a log!"""
Page 11,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- The Complete Code

**[Visual Direction]**
The full code listing for `log.py` is displayed clearly. It should be easy to read and copy.

**[Target Text]**
```python
# log.py
import sys
from datetime import datetime

def main():
    if len(sys.argv) < 2:
        print(""Usage: python log.py \""what you did\"""")
        return

    line = "" "".join(sys.argv[1:])
    now = datetime.now()
    log_file = ""daily_log.txt""

    with open(log_file, ""a"", encoding=""utf-8"") as f:
        f.write(f""{now:%Y-%m-%d %H:%M} {line}\n"")
    
    print(f""Logged: {now:%Y-%m-%d %H:%M} {line}"")

if __name__ == ""__main__"":
    main()
```"
Page 12,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Understanding Append Mode

**[Visual Direction]**
Panel 1: David uses a diagrammatic speech bubble to show the difference between ""w"" (write/overwrite) and ""a"" (append).
Panel 2: Alex looks relieved. ""So I won't lose my past logs?""
Panel 3: David smiles. ""Exactly. It keeps growing. Now, let's run it!""

**[Target Text]**
David: ""`open(..., 'a')` creates the file if it doesn't exist, and adds to the end if it does.""
David: ""If you used `'w'`, it would wipe everything out each time!""
Alex: ""Since we're adding daily, append mode is super important.""
David: ""Right. Now, try running it with your first entry!"""
Page 13,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Running the Script

**[Visual Direction]**
Panel 1: Alex opens the Terminal in Cursor. (Ctrl + `).
Panel 2: He types `python log.py ""Read Cursor Chapter 3""` and presses Enter.
Panel 3: The terminal responds with ""Logged: ..."". Alex smiles.

**[Target Text]**
David: ""Open the terminal with `Ctrl + ` `.""
Alex: ""Okay... typing `python log.py \""Read Cursor Chapter 3\""`... Enter!""
Terminal: `Logged: 2025-01-21 14:30 Read Cursor Chapter 3`
Alex: ""It worked! It says Logged!"""
Page 14,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Terminal Execution Steps

**[Visual Direction]**
A clear visual guide to running the code.
Step 1: Menu ""Terminal"" > ""New Terminal"".
Step 2: The command prompt appearing at the bottom.
Step 3: Typing the command (highlighting the quotes around the text).
Step 4: The success message.

**[Target Text]**
**How to Run & Verify:**

1. **Open Terminal**: Menu ""Terminal"" → ""New Terminal"" (or `Ctrl+``).
2. **Type Command**: `python log.py ""write what you did here""`
   *Note: Don't forget the quotes around your text!*
3. **Press Enter**: Watch for the ""Logged: ..."" message.
4. **Check File**: Open `daily_log.txt` in the sidebar to see the result."
Page 15,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Verifying the Result

**[Visual Direction]**
Panel 1: Alex clicks on `daily_log.txt` in the Explorer sidebar.
Panel 2: He sees the line of text with the timestamp. He looks impressed.
Panel 3: Alex turns to David. ""This is actually useful. Much faster than opening the file manually.""

**[Target Text]**
Alex: ""Let's check the file...""
Alex: ""There it is! Date and time added automatically, saved in one line.""
Alex: ""If I do this daily, it's much easier than opening a file and typing the date manually.""
David: ""Right. The goal is to make a 'simple but tedious' task easier with code."""
Page 16,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section 3.3: Using Tab Autocomplete

**[Visual Direction]**
Panel 1: Alex mentions how the Tab key helped him write the code.
Panel 2: David gives a warning gesture. ""Tab is a helper, not the pilot.""
Panel 3: Alex nods seriously. ""I need to check before accepting.""

**[Target Text]**
Alex: ""That Tab autocomplete was really helpful. It practically wrote the file writing part.""
David: ""It's useful, but remember: It's just a helper. Always check with your eyes.""
David: ""If something looks wrong, press Esc to reject and fix it yourself. Don't just accept everything blindly."""
Page 17,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Tab Autocomplete Guidelines

**[Visual Direction]**
A checklist style infographic with ""Do's"" and ""Don'ts"".
Left side (Green Check): ""Check with your eyes"", ""Understand the code"", ""Press Tab to accept"".
Right side (Red Cross): ""Accept blindly"", ""Ignore errors"", ""Press Esc to reject (Correct action)"".
Cursor mascot [Ref: REF_IMG_2] is holding a magnifying glass inspecting code.

**[Target Text]**
**Mastering Tab Autocomplete**

✅ **DO:**
- Check suggestions with your own eyes.
- Keep the ""goal"" of the code in mind.
- Press **Tab** to accept good suggestions.

❌ **DON'T:**
- Accept everything without thinking.
- Assume the AI is always 100% correct.

*Tip: Press **Esc** to reject a suggestion.*"
Page 18,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Next Steps & Expansion

**[Visual Direction]**
Panel 1: Alex is brainstorming. ""I want to see what I did this week.""
Panel 2: David suggests adding a ""read"" feature. ""You could pass a date to see only that day's logs.""
Panel 3: Alex takes notes, looking excited about expanding the project.

**[Target Text]**
Alex: ""On weekends, I want to review what I did that week.""
David: ""Then add an option to pass a date and display only that day's lines.""
David: ""Like `python log.py --day 2025-01-21`.""
Alex: ""So I add entries daily, and use the script to review them later. That motivates me!"""
Page 19,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Ideas for Expansion

**[Visual Direction]**
A flowchart or list of features to add next.
1. **Filter by Date**: Icon of a calendar. `python log.py --day YYYY-MM-DD`.
2. **Quick Review**: Icon of an eye. Show last 5 lines when running without arguments.
3. **Custom Location**: Icon of a folder path. Save to `Documents/logs/` instead of project folder.

**[Target Text]**
**Try Extending Your Script:**

1. **Extract by Date**
   `python log.py --day 2025-01-21`
   *Displays only that day's entries.*

2. **Quick Review**
   If no arguments are passed, show the last 5 lines of the log.

3. **Change Save Location**
   Save to a central `logs` folder so you can access it from anywhere."
Page 20,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Chapter Summary

**[Visual Direction]**
Panel 1: Alex looks at his screen with satisfaction. The `log.py` and `daily_log.txt` files are visible.
Panel 2: David summarizes the achievement. ""You built a tool you'll actually use.""
Panel 3: Alex smiles confidently. ""It's not just 'Hello World'. It's useful.""

**[Target Text]**
Alex: ""I'm glad it's not just 'Hello World'. It's a tool that makes my daily life easier.""
David: ""Putting 'what it's for' first is important. You created a project, wrote code, and ran it.""
David: ""From now on, keep in mind 'what to build' and 'why'.""
Alex: ""I can definitely keep this up!"""
Page 21,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Review & Next Chapter

**[Visual Direction]**
Top half: A checklist for Chapter 3.
Bottom half: A teaser graphic for Chapter 4 featuring a ""Search"" icon (magnifying glass) and code snippets.

**[Target Text]**
**Chapter 3 Checklist:**
[ ] Created `daily_log` folder and opened in Cursor.
[ ] Created `log.py` and wrote the script.
[ ] Ran `python log.py ""...""` in Terminal.
[ ] Verified the appended line in `daily_log.txt`.

**NEXT: Chapter 4**
**Finding Code with Smart Search**
As your files increase, how do you find code? Learn to search by ""meaning"", not just keywords!"
