Page,Template,Prompt
Page 10,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Practice - Using Chat

**[Visual Direction]**
Panel 1: [Ref: REF_IMG_1] (Alex) types into the Chat window (Cmd+L).
Panel 2: [Ref: REF_IMG_2] (Cursor) appears as a UI element, presenting a block of markdown text.
Panel 3: Alex reads the text carefully. ""This looks right... snake_case, Japanese comments...""

**[Target Text]**
Alex (Typing): ""Create a .cursorrules file rules for daily_log project. Use snake_case, comments in Japanese.""
Cursor: ""Here is a draft for your .cursorrules file:""
Alex: ""It generated a markdown list of rules. I just need to verify it matches what I want."""
Page 11,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Chat Interaction Example

**[Visual Direction]**
A full-page screenshot simulation of the Cursor Chat interface. 
Top: The User Prompt.
Bottom: The AI Response showing the code block.
Highlights/Arrows point to the ""snake_case"" rule and ""Japanese comments"" rule in the output.

**[Target Text]**
USER PROMPT:
Create a .cursorrules file and write rules for the daily_log project. Use snake_case for function names, write comments in Japanese.

AI RESPONSE:
Sure! Here is the content for your .cursorrules file:

# daily_log project rules

## Code Style
- Use `snake_case` for function names
- Use `snake_case` for variable names
- Write comments in Japanese

## File Structure
- Test files start with `test_`
- Main code is written in `log.py`"
Page 12,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Practice - Using Composer

**[Visual Direction]**
Panel 1: [Ref: REF_IMG_1] (Alex) opens Composer (Cmd+I). ""Now let's try Composer. It should be faster.""
Panel 2: The Composer window shows the file being created in real-time. Alex watches with wide eyes.
Panel 3: [Ref: REF_IMG_3] (David) reminds him: ""Always check the content before you click Accept!""

**[Target Text]**
Alex: ""Composer, create the .cursorrules file with these rules...""
System Sound: *Generating...*
David: ""Wait! Don't just click Accept. Read it first. Does it actually say 'Japanese comments'?""
Alex: ""Ah, good point. Let me check... Yes, it's there."""
Page 13,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Composer Steps

**[Visual Direction]**
A step-by-step visual guide (1, 2, 3) using screenshots of the Composer UI.
1. Open Composer (Cmd+I).
2. Type Instruction.
3. Review & Accept (Button focused).

**[Target Text]**
STEP-BY-STEP: COMPOSER

1. Open Composer
Press Cmd+I (Mac) or Ctrl+I (Windows).

2. Enter Instruction
""Create a .cursorrules file. Rules: snake_case, Japanese comments.""

3. Review & Accept
Composer will show a 'diff' view. Verify the rules are correct, then click [Accept] to save the file to your disk."
Page 14,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: The Resulting File

**[Visual Direction]**
A clean code editor view showing the final content of the `.cursorrules` file. The syntax highlighting emphasizes the headers and bullet points. A ""File Created"" notification is visible.

**[Target Text]**
File: .cursorrules

# daily_log project rules

## Code Style
- Use `snake_case` for function names
- Use `snake_case` for variable names
- Write comments in Japanese

## How to Write Functions
- Write docstrings for functions (in Japanese)
- Functions should do one thing

## File Structure
- Test files start with `test_`
- Main code is written in `log.py`"
Page 15,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: 12.4 Sharing with a Team

**[Visual Direction]**
Panel 1: [Ref: REF_IMG_3] (David) gestures to a Git logo. ""Now, share it.""
Panel 2: [Ref: REF_IMG_1] (Alex) looks confused. ""Do I need a special plugin to share it?""
Panel 3: David laughs. ""No, it's just a file! Just git add, commit, and push.""

**[Target Text]**
David: ""Now that the file exists, commit it to Git.""
Alex: ""Is there a special 'Share Rules' button in Cursor?""
David: ""Haha, no. It's just a text file. Treat it like any other code file. `git add`, `git commit`, `git push`."""
Page 16,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: The Sharing Workflow

**[Visual Direction]**
A diagram showing the flow of the .cursorrules file through Git.
Left: Alex's Laptop (File Created) -> Arrow to Cloud (GitHub/GitLab) -> Arrow to Right: Teammate's Laptop (File Pulled).
The ""Rules"" icon travels along the arrows.

**[Target Text]**
SHARING RULES VIA GIT

1. You create .cursorrules
2. Push to Remote Repo
3. Teammate Pulls Repo

RESULT:
Teammate's Cursor instance reads the file immediately. They don't need to configure anything manually."
Page 17,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Git Commands

**[Visual Direction]**
A terminal window graphic on a dark background. The text shows the standard git commands to commit the file. 

**[Target Text]**
TERMINAL COMMANDS

# 1. Stage the file
$ git add .cursorrules

# 2. Commit the file
$ git commit -m ""Add project rules for Cursor AI""

# 3. Push to repository
$ git push origin main

# Team members only need to:
$ git pull"
Page 18,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Team Benefits Recap

**[Visual Direction]**
[Ref: REF_IMG_3] (David) is presenting a slide. The slide lists the three main benefits of sharing the file.
Icons: A scale (Consistency), A clock (Speed), A magnifying glass (Clarity).

**[Target Text]**
WHY SHARE?

Consistency:
All code committed by the team follows the exact same style.

Onboarding Speed:
New members don't need to read a 20-page PDF wiki. The AI guides them.

Clarity:
The rules are explicit and visible in the root directory."
Page 19,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Chapter Summary

**[Visual Direction]**
Panel 1: [Ref: REF_IMG_1] (Alex) looks satisfied. He is closing his laptop.
Panel 2: [Ref: REF_IMG_3] (David) gives a final piece of advice. ""Remember, rules are great, but AI isn't perfect.""
Panel 3: Alex looks curious. ""What do you mean?""

**[Target Text]**
Alex: ""I feel much more efficient now. No more repeating myself!""
David: ""Great work. You've mastered teaching the AI the rules.""
David: ""But be careful. Even with rules, AI code is usually only 70% complete.""
Alex: ""70%? What about the other 30%?"""
Page 20,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Review Points

**[Visual Direction]**
A summary checklist page. Green checkmarks next to learned items.

**[Target Text]**
CHAPTER 12 REVIEW

✅ Understand the Problem
Repetitive prompting wastes time and causes errors.

✅ Why .cursorrules?
Automates context, ensures consistency, enables team sharing.

✅ How to Create
Use Chat or Composer to generate the file automatically.

✅ How to Share
Commit to Git like any other source file."
Page 21,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Next Chapter Teaser

**[Visual Direction]**
A dramatic splash page. [Ref: REF_IMG_1] (Alex) looks determined, staring at a screen that says ""70% Complete"". [Ref: REF_IMG_3] (David) stands behind him, pointing forward.
Text overlay: ""Next Chapter: The 70% Problem"".

**[Target Text]**
David: ""Next, we tackle the reality of AI development.""
David: ""It gets you most of the way there... but the last mile is up to you.""

NEXT: Chapter 13
The 70% Problem: Completing AI-Generated Code"
