Page,Template,Prompt
Page 10,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Pillar 2: Security

**[Visual Direction]**
A diagram focusing on Security.
Visual: A text input box. An evil bug tries to enter malicious code.
Left: No guard -> Bug enters system -> System turns red.
Right: Validation Guard -> Bug is stopped -> System remains green.

**[Target Text]**
What is Security?
Example: Receiving user input.
Problem: Malicious input can break the system.
Solution: Validate all input before processing."
Page 11,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Pillar 3: Performance

**[Visual Direction]**
A diagram focusing on Performance.
Visual: A race track.
Lane 1 (Unoptimized): A car carrying too many heavy boxes (Large Data) moving slowly.
Lane 2 (Optimized): A streamlined car zooming past.

**[Target Text]**
What is Performance?
Example: Processing large amounts of data.
Problem: Unoptimized loops make processing slow.
Solution: Optimize loops and use efficient data structures."
Page 12,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Transition to Practice

**[Visual Direction]**
Panel 1: Alex [Ref: REF_IMG_1] looks at his `daily_log` code on the screen with determination.
Panel 2: David [Ref: REF_IMG_3] points to the Cursor Chat icon.
Panel 3: Alex prepares to type.

**[Target Text]**
Panel 1 Alex: ""I want to check my `daily_log` project for these missing parts right now.""

Panel 2 David: ""Great. We don't have to do it manually. Let's ask Cursor's Chat to review the code for us.""
Panel 2 David: ""Ask: 'Review `log.py` and check if error handling, security, and performance are in place.'"""
Page 13,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: 13.4 Using Cursor to Complete the 30%

**[Visual Direction]**
A workflow map titled ""Completing the 30% with Cursor"".
Step 1: Chat Icon -> ""Review Code"".
Step 2: Eye Icon -> ""Check Suggestions"".
Step 3: Composer Icon -> ""Generate Fixes"".
Step 4: Checkmark Icon -> ""Verify Code"".
Cursor Mascot [Ref: REF_IMG_2] is guiding the user through the steps.

**[Target Text]**
Workflow:
1. Code Review in Chat: Ask Cursor to find missing parts.
2. Check Suggestions: Understand what is missing.
3. Add with Composer: Instruct Cursor to add the fixes.
4. Check Generated Code: Verify the changes."
Page 14,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Practice: Chat Review

**[Visual Direction]**
Panel 1: Alex types into the Chat window (`Cmd+L`).
Panel 2: The Chat window displays a list of issues. Cursor [Ref: REF_IMG_2] pops up with a magnifying glass.
Panel 3: Alex looks worried, scratching his head.

**[Target Text]**
Alex (Typing): ""Review `log.py` code and check if error handling, security, and performance are in place. If missing, add them.""
Cursor: ""Review complete. Missing: 1. Error handling for file I/O. 2. Input validation. 3. Optimization.""
Alex: ""It found so much... I don't fully understand all of this."""
Page 15,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Understanding the Review

**[Visual Direction]**
Panel 1: David [Ref: REF_IMG_3] speaks reassuringly.
Panel 2: Alex types a follow-up question in Chat.
Panel 3: Alex smiles as the explanation becomes clear.

**[Target Text]**
Panel 1 David: ""Don't worry. If you don't understand the review, just ask Cursor.""
Panel 1 Alex (Typing): ""What does this code review result mean? Explain it simply.""""
Alex: ""Ah! It's just saying I need a `try-except` block here. I get it now."""
Page 16,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Step-by-Step: Chat Review

**[Visual Direction]**
A practical guide layout showing a screenshot of the Chat interface.
Callouts point to the input box and the response area.

**[Target Text]**
How to Consult in Chat:
1. Open Chat (`Cmd+L` / `Ctrl+L`).
2. Enter: ""Review `log.py` code...""
3. Click Send.
4. **Important**: Always read the response and understand the ""Why"".
5. Ask follow-up questions if needed."
Page 17,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Practice: Composer Fix

**[Visual Direction]**
Panel 1: Alex opens Composer (`Cmd+I`). The interface overlays the code.
Panel 2: He types the instruction. Cursor [Ref: REF_IMG_2] wears a construction hat and starts working.
Panel 3: Code blocks in the editor transform, highlighting the new additions in green.

**[Target Text]**
Alex (Input): ""Add error handling, security, and performance to `log.py`.""
Cursor (Action): Generating code...
Alex: ""It's rewriting the file... Look, it added the `try` block and the `if` check for empty lines!"""
Page 18,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Code Analysis: The Fix

**[Visual Direction]**
A code snippet showing the `log.py` file Before and After.
Arrows highlight the specific changes: The `try...except` block and the `if not line:` check.

**[Target Text]**
BEFORE:
```python
with open(log_file, ""a"") as f:
    f.write(line)
```
AFTER:
```python
# Added Error Handling & Validation
if not line.strip(): return # Security
try:
    with open(log_file, ""a"") as f:
        f.write(line)
except IOError as e: # Error Handling
    print(f""Error: {e}"")
```"
Page 19,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Step-by-Step: Composer

**[Visual Direction]**
A checklist style page for using Composer.

**[Target Text]**
Completing the Code with Composer:
1. Open Composer (`Cmd+I` / `Ctrl+I`).
2. Instruction: ""Add error handling, security, and performance...""
3. Click Generate.
4. **Verify**: Check the diff view.
5. Click Accept."
Page 20,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Verification

**[Visual Direction]**
Panel 1: Alex runs the code again. He tries to input an empty string (test case).
Panel 2: The terminal shows a clean error message instead of crashing.
Panel 3: Alex looks proud. David gives a thumbs up.

**[Target Text]**
Alex: ""I'll test it. Sending an empty string...""
Terminal: `Error: Empty message`
Alex: ""It didn't crash! It handled it safely.""
David: ""Perfect. That is production-ready code."""
Page 21,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Chapter Summary Scene

**[Visual Direction]**
Panel 1: David summarizing the lesson.
Panel 2: Alex reflecting on his new mindset.
Panel 3: They look forward to the next challenge.

**[Target Text]**
David: ""We learned that AI code is 70% complete. The human's job is to ensure the last 30%—Safety, Security, Speed—is in place.""
Alex: ""I used to think 'if it works, it's fine'. Now I know better.""
David: ""Next, we take this knowledge into a Real Project."""
Page 22,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Chapter 13 Recap

**[Visual Direction]**
A summary dashboard.
Top: ""Chapter 13 Complete"".
List: 
- ✅ Understood the 70% Problem.
- ✅ Learned the 3 Missing Pillars (Error Handling, Security, Performance).
- ✅ Mastered Chat for Code Review.
- ✅ Mastered Composer for Fixing.

**[Target Text]**
Key Takeaways:
- AI generated code is ~70% complete.
- Always add Error Handling, Security, and Optimization.
- Use Cursor Chat to find issues, Composer to fix them.
- Never skip verification."
Page 23,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
None

**[Heading]**
- Section: Next Steps

**[Visual Direction]**
A teaser graphic for the next section.
Text ""Coming Up: Practical Projects"" is bold.
Icons representing a ToDo App, API Integration, and Database.
A ""Code Review Checklist"" is shown at the bottom for reference.

**[Target Text]**
Next Chapter: Practical Projects.
We will build real applications using everything we've learned.

Code Review Checklist:
1. Is Error Handling in place?
2. Is Input Validated?
3. Is the code Optimized?"
