Page,Template,Prompt
Page 11,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
- [Ref: REF_IMG_1] :: Alex
- [Ref: REF_IMG_2] :: Cursor

[Heading]
- Section: 16.2 Implementing CRUD Operations

[Visual Direction]
[Ref: REF_IMG_1] is back in Cursor Chat. He's asking for the implementation details. [Ref: REF_IMG_2] is displaying snippets of Python functions.

[Target Text]
Alex: 'Implement CRUD operations in user_db.py. Create functions for each.'
Cursor: I'll implement create_user, get_user, update_user, delete_user, and list_users.
Alex: I need to make sure I understand how these functions talk to the database file."
Page 12,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: 16.2 Implementing CRUD Operations

[Visual Direction]
Two key code blocks showing the `create_user` and `get_user` logic.

[Target Text]
[CRUD Logic Snippets]
```python
def create_user(name, email):
    conn = sqlite3.connect(DB_FILE)
    cursor = conn.cursor()
    cursor.execute(""INSERT INTO users (name, email) VALUES (?, ?)"", (name, email))
    conn.commit()
    conn.close()

def get_user(user_id):
    conn = sqlite3.connect(DB_FILE)
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE id = ?"", (user_id,))
    user = cursor.fetchone()
    conn.close()
    return user
```"
Page 13,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
- [Ref: REF_IMG_1] :: Alex
- [Ref: REF_IMG_2] :: Cursor

[Heading]
- Section: 16.2 Implementing CRUD Operations

[Visual Direction]
[Ref: REF_IMG_1] uses Composer (⌘I) to apply all CRUD functions at once. The screen shows a 'Diff' view where green lines (new code) are added to the file. [Ref: REF_IMG_2] gives a thumbs up.

[Target Text]
Alex: Composer is great for this. I can see exactly where the new functions are being inserted.
Cursor: All CRUD functions are ready for review. Shall I apply them?
Alex: Yes! Always check with your eyes, then click Accept."
Page 14,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: 16.2 Implementing CRUD Operations

[Visual Direction]
A summary checklist for implementing CRUD with Cursor.

[Target Text]
Steps to Implement CRUD:
1. Open Composer (⌘I).
2. Prompt: 'Implement CRUD functions in user_db.py'.
3. Review the generated SQL commands (INSERT, SELECT, UPDATE, DELETE).
4. Check connection handling (connect and close).
5. Click 'Accept' to finalize."
Page 15,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
- [Ref: REF_IMG_1] :: Alex
- [Ref: REF_IMG_3] :: David

[Heading]
- Section: 16.3 Considering Security

[Visual Direction]
[Ref: REF_IMG_3] looks serious, wearing his glasses. He points to a 'malicious' looking code string on a holographic screen. [Ref: REF_IMG_1] looks slightly worried.

[Target Text]
David: Stop! Before we celebrate, we need to talk about security. Ever heard of SQL Injection?
Alex: Is that like a virus for databases?
David: It's when an attacker sends malicious SQL code through your input fields. We must use parameterized queries to block them."
Page 16,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: 16.3 Considering Security

[Visual Direction]
A 'Shield' icon in the center. Three branches come off it:
1. Parameterized Queries (Prevention of SQL Injection)
2. Input Validation (Checking email formats)
3. Error Handling (Not leaking DB details).

[Target Text]
Database Security Checklist:
- Parameterized Queries: Use '?' placeholders instead of f-strings in SQL.
- Input Validation: Ensure names aren't empty and emails are valid using Regex.
- Secure Errors: Don't show raw database errors to the user."
Page 17,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
- [Ref: REF_IMG_1] :: Alex
- [Ref: REF_IMG_2] :: Cursor

[Heading]
- Section: 16.3 Considering Security

[Visual Direction]
[Ref: REF_IMG_1] typing into Cursor Chat. He is asking for security improvements. [Ref: REF_IMG_2] highlights the `?` symbols in the code to show they are safe.

[Target Text]
Alex: 'Add security measures to user_db.py. Use parameterized queries and validate input.'
Cursor: Updating code. I'll add email validation and ensure all queries use the '?' placeholder.
Alex: I see the '?' now. That's the shield David mentioned!"
Page 18,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: 16.3 Considering Security

[Visual Direction]
Code snippet showing the `validate_email` function and a secure `create_user` with a try-except block.

[Target Text]
[Secure Code Snippet]
```python
import re

def validate_email(email):
    pattern = r'^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$'
    return re.match(pattern, email) is not None

# Secure Create
cursor.execute(""INSERT INTO users (name, email) VALUES (?, ?)"", (name, email))
```"
Page 19,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
- [Ref: REF_IMG_1] :: Alex
- [Ref: REF_IMG_3] :: David

[Heading]
- Section: 16.4 Writing Tests for Database Operations

[Visual Direction]
[Ref: REF_IMG_3] is holding a small 'Test Database' box. [Ref: REF_IMG_1] is holding a large 'Actual Database' box. David explains the difference.

[Target Text]
David: Final step: Testing. But never test on your actual data!
Alex: So I need a fake database just for testing?
David: Exactly. We use a 'Test Database' so we can create and delete data freely without breaking the real app."
Page 20,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: 16.4 Writing Tests for Database Operations

[Visual Direction]
A circular flow diagram for testing:
1. Setup (Create Test DB)
2. Execute (Run Create/Read/Update/Delete)
3. Assert (Check if result matches expectation)
4. Teardown (Delete Test DB).

[Target Text]
Database Test Lifecycle:
- Setup: Initialize a temporary 'test_database.db'.
- Execute: Call your Python functions.
- Assert: Use 'assert' to verify the data was saved correctly.
- Teardown: Clean up the test file so the next test starts fresh."
Page 21,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
- [Ref: REF_IMG_1] :: Alex
- [Ref: REF_IMG_2] :: Cursor

[Heading]
- Section: 16.4 Writing Tests for Database Operations

[Visual Direction]
[Ref: REF_IMG_1] opens `test_user_db.py`. [Ref: REF_IMG_2] is writing a `pytest` fixture. Alex looks at the 'yield' keyword, looking confused but curious.

[Target Text]
Alex: 'Create test_user_db.py using pytest. Use a separate test database.'
Cursor: I'll use a @pytest.fixture to handle the setup and teardown automatically.
Alex: This 'fixture' thing is like a robot that cleans up after itself!"
Page 22,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: 16.4 Writing Tests for Database Operations

[Visual Direction]
Code block showing the `setup_db` fixture and the first test case.

[Target Text]
[Test Setup Code]
```python
@pytest.fixture
def setup_db():
    # Setup logic here
    yield
    if os.path.exists(TEST_DB):
        os.remove(TEST_DB)

def test_create_user(setup_db):
    user_id = create_user(""Test User"", ""test@example.com"")
    assert user_id is not None
```"
Page 23,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: 16.4 Writing Tests for Database Operations

[Visual Direction]
More test cases for retrieval and validation checks.

[Target Text]
[Additional Test Cases]
```python
def test_get_user(setup_db):
    uid = create_user(""Alice"", ""alice@example.com"")
    user = get_user(uid)
    assert user[""name""] == ""Alice""

def test_invalid_email(setup_db):
    with pytest.raises(ValueError):
        create_user(""Bob"", ""not-an-email"")
```"
Page 24,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
- [Ref: REF_IMG_1] :: Alex
- [Ref: REF_IMG_3] :: David

[Heading]
- Section: 16.4 Writing Tests for Database Operations

[Visual Direction]
[Ref: REF_IMG_1] is typing in the terminal. The screen shows '5 passed' in bright green text. [Ref: REF_IMG_3] gives a high-five.

[Target Text]
Alex: Every test passed! The logic is solid.
David: Great job. Now you have a professional-grade database app.
Alex: Let's try running it for real now!"
Page 25,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: 16.4 Writing Tests for Database Operations

[Visual Direction]
A list of terminal commands to interact with the completed app.

[Target Text]
Running your Database App:
```bash
# Add a user
python user_db.py create ""Alex"" ""alex@example.com""

# List all users
python user_db.py list

# Update user ID 1
python user_db.py update 1 ""Alex Martin"" ""alex@new.com""

# Run all tests
pytest test_user_db.py
```"
Page 26,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
- [Ref: REF_IMG_1] :: Alex
- [Ref: REF_IMG_3] :: David

[Heading]
- Section: Chapter Summary

[Visual Direction]
[Ref: REF_IMG_1] is looking at his finished project folder with a sense of pride. [Ref: REF_IMG_3] is packing up his laptop, ready for the next lesson.

[Target Text]
Alex: I went from messy JSON files to a secure, tested database app. Cursor made the SQL part so much easier.
David: You've mastered the fundamentals of data persistence. That's a huge milestone.
Alex: What's next on the roadmap?
David: Teamwork. Let's see how Cursor helps when you're not coding alone!"
Page 27,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: Chapter Summary

[Visual Direction]
A summary checklist with green checkmarks. 
- Design Database ✅
- Implement CRUD ✅
- Secure Queries ✅
- Write Unit Tests ✅
At the bottom, a 'Coming Next' teaser for Chapter 17: Team Development.

[Target Text]
Chapter 16 Recap:
- Databases use Tables, Columns, and Records.
- CRUD: Create, Read, Update, Delete are the core functions.
- Security: Always use parameterized queries (?) to prevent SQL Injection.
- Testing: Use a separate test database and pytest fixtures.
Next Chapter: Team Development with Cursor!"
